Sub,list_id,Correct,Time1,DoubleResp,Time2
1,1,TRUE,0.3573,FALSE,NA
1,1,FALSE,0.3543,FALSE,NA
1,1,TRUE,0.8009,FALSE,NA
1,1,TRUE,0.4056,FALSE,NA
1,1,TRUE,0.5266,FALSE,NA
1,1,TRUE,0.43,FALSE,NA
1,1,TRUE,0.3199,FALSE,NA
1,1,TRUE,0.4873,FALSE,NA
1,1,TRUE,0.3689,FALSE,NA
1,1,TRUE,0.342,FALSE,NA
1,1,TRUE,0.3051,FALSE,NA
1,1,FALSE,0.4529,FALSE,NA
1,1,TRUE,0.4072,FALSE,NA
1,1,TRUE,0.3468,FALSE,NA
1,1,TRUE,0.4059,FALSE,NA
1,1,TRUE,0.5913,FALSE,NA
1,1,TRUE,0.4983,FALSE,NA
1,1,TRUE,0.5531,FALSE,NA
1,1,TRUE,0.5648,FALSE,NA
1,1,FALSE,0.2931,FALSE,NA
1,1,TRUE,0.4029,FALSE,NA
1,1,TRUE,0.3483,FALSE,NA
1,1,TRUE,0.5337,FALSE,NA
1,1,FALSE,0.3413,FALSE,NA
1,1,TRUE,0.4663,FALSE,NA
1,1,TRUE,0.3854,FALSE,NA
1,1,TRUE,0.518,FALSE,NA
1,1,TRUE,0.3787,FALSE,NA
1,1,TRUE,0.3694,FALSE,NA
1,1,TRUE,0.5397,FALSE,NA
1,1,TRUE,0.429,FALSE,NA
1,1,TRUE,0.3644,FALSE,NA
1,1,TRUE,0.5103,FALSE,NA
1,1,TRUE,0.3822,FALSE,NA
1,1,FALSE,0.4809,FALSE,NA
1,1,TRUE,0.3971,FALSE,NA
1,1,TRUE,0.4812,FALSE,NA
1,1,TRUE,0.4258,FALSE,NA
1,1,TRUE,0.5354,FALSE,NA
1,1,TRUE,0.3998,FALSE,NA
1,1,TRUE,0.4567,FALSE,NA
1,1,TRUE,0.3511,FALSE,NA
1,1,TRUE,0.5708,FALSE,NA
1,1,TRUE,0.3428,FALSE,NA
1,1,FALSE,0.5889,FALSE,NA
1,1,TRUE,0.3408,FALSE,NA
1,1,TRUE,0.4019,FALSE,NA
1,1,TRUE,0.3436,FALSE,NA
1,1,TRUE,0.5574,FALSE,NA
1,1,TRUE,0.4538,FALSE,NA
1,1,TRUE,0.2794,FALSE,NA
1,1,TRUE,0.5349,FALSE,NA
1,1,FALSE,0.3044,FALSE,NA
1,1,TRUE,0.323,FALSE,NA
1,1,FALSE,0.6651,FALSE,NA
1,1,FALSE,0.4145,FALSE,NA
1,1,TRUE,0.3813,FALSE,NA
1,1,TRUE,0.4893,FALSE,NA
1,1,FALSE,0.2259,FALSE,NA
1,1,TRUE,0.4895,FALSE,NA
1,1,TRUE,0.3761,FALSE,NA
1,1,TRUE,0.4324,FALSE,NA
1,1,FALSE,0.4845,FALSE,NA
1,1,TRUE,0.4821,FALSE,NA
1,1,TRUE,0.3109,FALSE,NA
1,1,TRUE,0.5732,FALSE,NA
1,1,TRUE,0.4134,FALSE,NA
1,1,TRUE,0.5375,FALSE,NA
1,1,TRUE,0.593,FALSE,NA
1,1,TRUE,0.4204,FALSE,NA
1,1,FALSE,0.4293,FALSE,NA
1,1,TRUE,0.4644,FALSE,NA
1,1,TRUE,0.498,FALSE,NA
1,1,FALSE,0.4789,FALSE,NA
1,1,TRUE,0.4994,FALSE,NA
1,1,TRUE,0.3893,FALSE,NA
1,1,FALSE,0.4204,FALSE,NA
1,1,FALSE,0.5232,FALSE,NA
1,1,FALSE,0.4933,FALSE,NA
1,1,TRUE,0.3153,FALSE,NA
1,1,TRUE,0.5508,FALSE,NA
1,1,TRUE,0.4778,FALSE,NA
1,1,FALSE,0.3983,FALSE,NA
1,1,TRUE,0.4543,FALSE,NA
1,1,TRUE,0.4239,FALSE,NA
1,1,TRUE,0.4059,FALSE,NA
1,1,FALSE,0.3755,FALSE,NA
1,1,TRUE,0.4055,FALSE,NA
1,1,TRUE,0.3978,FALSE,NA
1,1,TRUE,0.38,FALSE,NA
1,1,TRUE,0.4902,FALSE,NA
1,1,TRUE,0.3782,FALSE,NA
1,1,TRUE,0.6992,FALSE,NA
1,1,FALSE,0.3652,FALSE,NA
1,1,TRUE,0.442,FALSE,NA
1,1,TRUE,0.4181,FALSE,NA
1,1,TRUE,0.521,FALSE,NA
1,1,TRUE,0.2839,FALSE,NA
1,1,TRUE,0.4988,FALSE,NA
1,1,TRUE,0.3922,FALSE,NA
1,1,FALSE,0.3561,FALSE,NA
1,1,TRUE,0.4925,FALSE,NA
1,1,TRUE,0.4803,FALSE,NA
1,1,FALSE,0.5167,FALSE,NA
1,1,TRUE,0.3971,FALSE,NA
1,1,FALSE,0.3617,FALSE,NA
1,1,TRUE,0.481,FALSE,NA
1,1,FALSE,0.3544,FALSE,NA
1,1,FALSE,0.5238,FALSE,NA
1,1,TRUE,0.4346,FALSE,NA
1,1,TRUE,0.3375,FALSE,NA
1,1,TRUE,0.4118,FALSE,NA
1,1,TRUE,0.5087,FALSE,NA
1,1,TRUE,0.4713,FALSE,NA
1,1,FALSE,0.3907,FALSE,NA
1,1,TRUE,0.4371,FALSE,NA
1,1,TRUE,0.4518,FALSE,NA
1,1,TRUE,0.3949,FALSE,NA
1,1,TRUE,0.4464,FALSE,NA
1,1,TRUE,0.5503,FALSE,NA
1,1,TRUE,0.4373,FALSE,NA
1,1,TRUE,0.4637,FALSE,NA
1,1,TRUE,0.4923,FALSE,NA
1,1,FALSE,0.3059,FALSE,NA
1,1,TRUE,0.4586,FALSE,NA
1,1,FALSE,0.569,FALSE,NA
1,1,TRUE,0.5171,FALSE,NA
1,1,TRUE,0.4256,FALSE,NA
1,1,TRUE,0.3525,FALSE,NA
1,1,TRUE,0.4236,FALSE,NA
1,1,TRUE,0.353,FALSE,NA
1,1,TRUE,0.4291,FALSE,NA
1,1,TRUE,0.4059,FALSE,NA
1,1,TRUE,0.3928,FALSE,NA
1,1,FALSE,0.488,FALSE,NA
1,1,TRUE,0.3964,FALSE,NA
1,1,FALSE,0.5312,FALSE,NA
1,1,TRUE,0.3799,FALSE,NA
1,1,TRUE,0.4068,FALSE,NA
1,1,FALSE,0.471,FALSE,NA
1,1,FALSE,0.4093,FALSE,NA
1,1,TRUE,0.4154,FALSE,NA
1,1,FALSE,0.3748,TRUE,0.223
1,1,FALSE,0.5908,TRUE,0.059
1,1,TRUE,0.3944,FALSE,NA
1,1,TRUE,0.318,FALSE,NA
1,1,FALSE,0.4637,FALSE,NA
1,1,TRUE,0.413,FALSE,NA
1,1,TRUE,0.3998,FALSE,NA
1,1,TRUE,0.5166,FALSE,NA
1,1,TRUE,0.4783,FALSE,NA
1,1,TRUE,0.2986,FALSE,NA
1,1,TRUE,0.4556,FALSE,NA
1,1,TRUE,0.5571,FALSE,NA
1,1,TRUE,0.6112,FALSE,NA
1,1,TRUE,0.2939,FALSE,NA
1,1,TRUE,0.2965,FALSE,NA
1,1,FALSE,0.4131,FALSE,NA
1,1,FALSE,0.3848,FALSE,NA
1,1,TRUE,0.6345,FALSE,NA
1,1,TRUE,0.3648,FALSE,NA
1,1,TRUE,0.3198,FALSE,NA
1,1,FALSE,0.3869,FALSE,NA
1,1,TRUE,0.3731,FALSE,NA
1,1,TRUE,0.5171,FALSE,NA
1,1,TRUE,0.6349,FALSE,NA
1,1,TRUE,0.4148,FALSE,NA
1,1,TRUE,0.4718,FALSE,NA
1,1,TRUE,0.4542,FALSE,NA
1,1,FALSE,0.3834,FALSE,NA
1,1,TRUE,0.6556,FALSE,NA
1,1,TRUE,0.3998,FALSE,NA
1,1,TRUE,0.2831,FALSE,NA
1,1,TRUE,0.5227,FALSE,NA
1,1,TRUE,0.4784,FALSE,NA
1,1,TRUE,0.2689,FALSE,NA
1,1,FALSE,0.4844,FALSE,NA
1,1,TRUE,0.3298,FALSE,NA
1,1,TRUE,0.4331,FALSE,NA
1,1,TRUE,0.5616,FALSE,NA
1,1,TRUE,0.5324,FALSE,NA
1,1,FALSE,0.4078,TRUE,0.124
1,1,TRUE,0.3586,FALSE,NA
1,1,TRUE,0.4696,FALSE,NA
1,1,FALSE,0.6849,FALSE,NA
1,1,TRUE,0.3769,FALSE,NA
1,1,TRUE,0.4726,FALSE,NA
1,1,TRUE,0.4706,FALSE,NA
1,1,FALSE,0.5586,FALSE,NA
1,1,FALSE,0.5084,FALSE,NA
1,1,TRUE,0.2441,FALSE,NA
1,1,FALSE,0.3924,FALSE,NA
1,1,TRUE,0.3112,FALSE,NA
1,1,FALSE,0.3522,FALSE,NA
1,1,FALSE,0.3189,FALSE,NA
1,1,TRUE,0.5421,FALSE,NA
1,1,TRUE,0.4701,FALSE,NA
1,1,TRUE,0.4997,FALSE,NA
1,1,TRUE,0.5116,FALSE,NA
1,1,TRUE,0.4286,FALSE,NA
1,1,TRUE,0.3479,FALSE,NA
1,1,TRUE,0.4129,FALSE,NA
1,1,TRUE,0.4725,FALSE,NA
1,1,TRUE,0.592,FALSE,NA
1,1,FALSE,0.4372,FALSE,NA
1,1,TRUE,0.3308,FALSE,NA
1,1,TRUE,0.3136,FALSE,NA
1,1,TRUE,0.364,FALSE,NA
1,1,TRUE,0.4042,FALSE,NA
1,1,FALSE,0.3251,FALSE,NA
1,1,FALSE,0.4482,FALSE,NA
1,1,FALSE,0.2807,FALSE,NA
1,1,TRUE,0.3539,FALSE,NA
1,1,FALSE,0.3205,FALSE,NA
1,1,TRUE,0.3761,FALSE,NA
1,1,FALSE,0.3153,FALSE,NA
1,1,TRUE,0.3633,FALSE,NA
1,1,TRUE,0.5578,FALSE,NA
1,1,TRUE,0.4456,FALSE,NA
1,1,TRUE,0.4422,FALSE,NA
1,1,FALSE,0.5695,FALSE,NA
1,1,TRUE,0.3942,FALSE,NA
1,1,TRUE,0.5382,FALSE,NA
1,1,FALSE,0.5958,FALSE,NA
1,1,TRUE,0.4175,FALSE,NA
1,1,TRUE,0.4206,FALSE,NA
1,1,FALSE,0.3593,FALSE,NA
1,1,TRUE,0.3992,FALSE,NA
1,1,TRUE,0.4616,FALSE,NA
1,1,FALSE,0.4446,FALSE,NA
1,1,TRUE,0.4131,FALSE,NA
1,1,TRUE,0.4435,FALSE,NA
1,1,TRUE,0.4693,FALSE,NA
1,1,FALSE,0.3415,FALSE,NA
1,1,TRUE,0.4262,FALSE,NA
1,1,FALSE,0.5604,FALSE,NA
1,1,TRUE,0.3089,FALSE,NA
1,1,TRUE,0.4055,FALSE,NA
1,1,TRUE,0.3545,FALSE,NA
1,1,TRUE,0.6263,FALSE,NA
1,1,TRUE,0.3693,FALSE,NA
1,1,TRUE,0.4768,FALSE,NA
1,1,TRUE,0.3804,FALSE,NA
1,1,TRUE,0.3898,FALSE,NA
1,1,FALSE,0.4509,FALSE,NA
1,1,TRUE,0.3733,FALSE,NA
1,1,TRUE,0.3646,FALSE,NA
1,1,TRUE,0.3414,FALSE,NA
1,1,TRUE,0.4496,FALSE,NA
1,1,TRUE,0.4875,FALSE,NA
1,1,TRUE,0.3792,FALSE,NA
1,1,FALSE,0.5048,FALSE,NA
1,1,TRUE,0.3079,FALSE,NA
1,1,TRUE,0.577,FALSE,NA
1,1,TRUE,0.2812,FALSE,NA
1,1,FALSE,0.3901,FALSE,NA
1,1,FALSE,0.462,FALSE,NA
1,1,TRUE,0.7147,FALSE,NA
1,1,TRUE,0.472,FALSE,NA
1,1,FALSE,0.3956,FALSE,NA
1,1,TRUE,0.447,FALSE,NA
1,1,TRUE,0.296,FALSE,NA
1,1,FALSE,0.58,FALSE,NA
1,1,TRUE,0.413,FALSE,NA
1,1,TRUE,0.3993,FALSE,NA
1,1,TRUE,0.3478,FALSE,NA
1,1,FALSE,0.3152,FALSE,NA
1,1,FALSE,0.2823,FALSE,NA
1,1,TRUE,0.2812,FALSE,NA
1,1,FALSE,0.3333,FALSE,NA
1,1,TRUE,0.4979,FALSE,NA
1,1,TRUE,0.4711,FALSE,NA
1,1,FALSE,0.3739,FALSE,NA
1,1,TRUE,0.6962,FALSE,NA
1,1,FALSE,0.5837,FALSE,NA
1,1,TRUE,0.4001,FALSE,NA
1,1,TRUE,0.329,FALSE,NA
1,1,TRUE,0.4283,FALSE,NA
1,1,TRUE,0.3344,FALSE,NA
1,1,TRUE,0.3556,FALSE,NA
1,1,TRUE,0.6009,FALSE,NA
1,1,FALSE,0.4469,FALSE,NA
1,1,TRUE,0.5374,FALSE,NA
1,1,TRUE,0.345,FALSE,NA
1,1,FALSE,0.3943,FALSE,NA
1,1,TRUE,0.5238,FALSE,NA
1,1,TRUE,0.468,FALSE,NA
1,1,TRUE,0.5367,FALSE,NA
1,1,TRUE,0.2742,FALSE,NA
1,1,TRUE,0.3387,FALSE,NA
1,1,FALSE,0.3409,FALSE,NA
1,1,FALSE,0.4424,FALSE,NA
1,1,TRUE,0.5507,FALSE,NA
1,1,TRUE,0.451,FALSE,NA
1,1,TRUE,0.3936,FALSE,NA
1,1,TRUE,0.4171,FALSE,NA
1,1,TRUE,0.6865,FALSE,NA
1,1,FALSE,0.4838,FALSE,NA
1,1,TRUE,0.4228,FALSE,NA
1,1,TRUE,0.4416,FALSE,NA
1,2,TRUE,0.4765,FALSE,NA
1,2,TRUE,0.4209,FALSE,NA
1,2,TRUE,0.5667,FALSE,NA
1,2,TRUE,0.4068,FALSE,NA
1,2,TRUE,0.4771,FALSE,NA
1,2,TRUE,0.5779,FALSE,NA
1,2,TRUE,0.428,FALSE,NA
1,2,TRUE,0.3959,FALSE,NA
1,2,TRUE,0.4823,FALSE,NA
1,2,FALSE,0.4522,FALSE,NA
1,2,FALSE,0.4157,FALSE,NA
1,2,TRUE,0.5905,FALSE,NA
1,2,TRUE,0.48,FALSE,NA
1,2,TRUE,0.4466,FALSE,NA
1,2,TRUE,0.5215,FALSE,NA
1,2,TRUE,0.4369,FALSE,NA
1,2,TRUE,0.4855,FALSE,NA
1,2,TRUE,0.3734,FALSE,NA
1,2,FALSE,0.6618,FALSE,NA
1,2,TRUE,0.3072,FALSE,NA
1,2,TRUE,0.3905,FALSE,NA
1,2,TRUE,0.3869,FALSE,NA
1,2,FALSE,0.4172,FALSE,NA
1,2,TRUE,0.3037,FALSE,NA
1,2,TRUE,0.5452,FALSE,NA
1,2,TRUE,0.427,FALSE,NA
1,2,TRUE,0.4519,FALSE,NA
1,2,TRUE,0.3423,FALSE,NA
1,2,TRUE,0.4768,FALSE,NA
1,2,FALSE,0.4846,FALSE,NA
1,2,FALSE,0.3141,FALSE,NA
1,2,TRUE,0.3849,FALSE,NA
1,2,TRUE,0.5077,FALSE,NA
1,2,TRUE,0.339,FALSE,NA
1,2,FALSE,0.4717,FALSE,NA
1,2,TRUE,0.3934,FALSE,NA
1,2,FALSE,0.4181,FALSE,NA
1,2,TRUE,0.4997,FALSE,NA
1,2,FALSE,0.5037,FALSE,NA
1,2,TRUE,0.2907,FALSE,NA
1,2,TRUE,0.4523,FALSE,NA
1,2,TRUE,0.4597,FALSE,NA
1,2,TRUE,0.4613,FALSE,NA
1,2,TRUE,0.363,FALSE,NA
1,2,TRUE,0.4149,FALSE,NA
1,2,TRUE,0.3461,FALSE,NA
1,2,TRUE,0.5149,FALSE,NA
1,2,TRUE,0.2292,FALSE,NA
1,2,TRUE,0.6626,FALSE,NA
1,2,TRUE,0.2667,FALSE,NA
1,2,FALSE,0.4068,FALSE,NA
1,2,TRUE,0.3409,FALSE,NA
1,2,TRUE,0.4259,FALSE,NA
1,2,TRUE,0.339,FALSE,NA
1,2,TRUE,0.3949,FALSE,NA
1,2,TRUE,0.6571,FALSE,NA
1,2,TRUE,0.4262,FALSE,NA
1,2,TRUE,0.4456,FALSE,NA
1,2,FALSE,0.4147,FALSE,NA
1,2,FALSE,0.4713,FALSE,NA
1,2,TRUE,0.3321,FALSE,NA
1,2,FALSE,0.3661,FALSE,NA
1,2,TRUE,0.3163,FALSE,NA
1,2,TRUE,0.4481,FALSE,NA
1,2,TRUE,0.3693,FALSE,NA
1,2,TRUE,0.563,FALSE,NA
1,2,TRUE,0.3988,FALSE,NA
1,2,TRUE,0.3953,FALSE,NA
1,2,TRUE,0.3773,FALSE,NA
1,2,TRUE,0.5021,FALSE,NA
1,2,FALSE,0.4618,FALSE,NA
1,2,TRUE,0.4143,FALSE,NA
1,2,TRUE,0.3503,FALSE,NA
1,2,TRUE,0.352,FALSE,NA
1,2,TRUE,0.4838,FALSE,NA
1,2,FALSE,0.4973,FALSE,NA
1,2,TRUE,0.922,FALSE,NA
1,2,TRUE,0.4006,FALSE,NA
1,2,FALSE,0.3249,FALSE,NA
1,2,FALSE,0.4079,FALSE,NA
1,2,TRUE,0.3674,FALSE,NA
1,2,TRUE,0.3232,FALSE,NA
1,2,TRUE,0.3889,FALSE,NA
1,2,TRUE,0.3495,FALSE,NA
1,2,FALSE,0.3013,FALSE,NA
1,2,FALSE,0.6535,FALSE,NA
1,2,FALSE,0.4097,FALSE,NA
1,2,TRUE,0.3802,FALSE,NA
1,2,TRUE,0.424,FALSE,NA
1,2,TRUE,0.4493,FALSE,NA
1,2,TRUE,0.4673,FALSE,NA
1,2,TRUE,0.4248,FALSE,NA
1,2,TRUE,0.5332,FALSE,NA
1,2,TRUE,0.3925,FALSE,NA
1,2,TRUE,0.4826,FALSE,NA
1,2,TRUE,0.3408,FALSE,NA
1,2,FALSE,0.324,FALSE,NA
1,2,FALSE,0.4281,FALSE,NA
1,2,TRUE,0.5667,FALSE,NA
1,2,FALSE,0.4865,FALSE,NA
1,2,TRUE,0.5569,FALSE,NA
1,2,TRUE,0.3011,FALSE,NA
1,2,FALSE,0.353,FALSE,NA
1,2,TRUE,0.5972,FALSE,NA
1,2,TRUE,0.4554,FALSE,NA
1,2,TRUE,0.4531,FALSE,NA
1,2,TRUE,0.4102,FALSE,NA
1,2,TRUE,0.414,FALSE,NA
1,2,FALSE,0.4125,FALSE,NA
1,2,TRUE,0.4743,FALSE,NA
1,2,TRUE,0.4069,FALSE,NA
1,2,TRUE,0.4531,FALSE,NA
1,2,TRUE,0.4238,FALSE,NA
1,2,TRUE,0.6479,FALSE,NA
1,2,FALSE,0.2917,FALSE,NA
1,2,TRUE,0.6133,FALSE,NA
1,2,TRUE,0.5503,FALSE,NA
1,2,FALSE,0.496,FALSE,NA
1,2,TRUE,0.3505,FALSE,NA
1,2,TRUE,0.4775,FALSE,NA
1,2,TRUE,0.5434,FALSE,NA
1,2,FALSE,0.4928,FALSE,NA
1,2,TRUE,0.3728,FALSE,NA
1,2,FALSE,0.2891,TRUE,0.164
1,2,TRUE,0.5559,FALSE,NA
1,2,FALSE,0.393,FALSE,NA
1,2,TRUE,0.3107,FALSE,NA
1,2,TRUE,0.4232,FALSE,NA
1,2,TRUE,0.3762,FALSE,NA
1,2,TRUE,0.5153,FALSE,NA
1,2,TRUE,0.4188,FALSE,NA
1,2,TRUE,0.5344,FALSE,NA
1,2,TRUE,0.5228,FALSE,NA
1,2,TRUE,0.5581,FALSE,NA
1,2,FALSE,0.2983,FALSE,NA
1,2,TRUE,0.3604,FALSE,NA
1,2,FALSE,0.431,FALSE,NA
1,2,TRUE,1.1284,FALSE,NA
1,2,TRUE,0.3882,FALSE,NA
1,2,TRUE,0.5486,FALSE,NA
1,2,TRUE,0.5043,FALSE,NA
1,2,FALSE,0.4682,FALSE,NA
1,2,TRUE,0.5134,FALSE,NA
1,2,FALSE,0.3406,FALSE,NA
1,2,TRUE,0.4741,FALSE,NA
1,2,TRUE,0.2607,FALSE,NA
1,2,FALSE,0.3948,FALSE,NA
1,2,TRUE,0.3803,FALSE,NA
1,2,TRUE,0.2329,FALSE,NA
1,2,TRUE,0.3282,FALSE,NA
1,2,FALSE,0.5075,FALSE,NA
1,2,TRUE,0.3959,FALSE,NA
1,2,TRUE,0.4737,FALSE,NA
1,2,TRUE,0.6013,FALSE,NA
1,2,TRUE,0.5391,FALSE,NA
1,2,TRUE,0.4601,FALSE,NA
1,2,TRUE,0.443,FALSE,NA
1,2,FALSE,0.5307,FALSE,NA
1,2,TRUE,0.5818,FALSE,NA
1,2,TRUE,0.4536,FALSE,NA
1,2,TRUE,0.3782,FALSE,NA
1,2,FALSE,0.5177,FALSE,NA
1,2,FALSE,0.4111,FALSE,NA
1,2,TRUE,0.5413,FALSE,NA
1,2,TRUE,0.358,FALSE,NA
1,2,TRUE,0.3476,FALSE,NA
1,2,TRUE,0.3104,FALSE,NA
1,2,TRUE,0.4355,FALSE,NA
1,2,TRUE,0.4237,FALSE,NA
1,2,TRUE,0.3095,FALSE,NA
1,2,TRUE,0.5635,FALSE,NA
1,2,FALSE,0.3255,TRUE,0.012
1,2,TRUE,0.3523,FALSE,NA
1,2,TRUE,0.35,FALSE,NA
1,2,TRUE,0.4968,FALSE,NA
1,2,TRUE,0.7438,FALSE,NA
1,2,FALSE,0.4717,FALSE,NA
1,2,TRUE,0.4196,FALSE,NA
1,2,TRUE,0.5164,FALSE,NA
1,2,TRUE,0.3532,FALSE,NA
1,2,FALSE,0.5777,FALSE,NA
1,2,TRUE,0.5072,FALSE,NA
1,2,TRUE,0.5254,FALSE,NA
1,2,TRUE,0.5242,FALSE,NA
1,2,FALSE,0.5571,FALSE,NA
1,2,TRUE,0.3254,FALSE,NA
1,2,TRUE,0.4679,FALSE,NA
1,2,FALSE,0.4202,FALSE,NA
1,2,TRUE,0.4006,FALSE,NA
1,2,TRUE,0.4249,FALSE,NA
1,2,FALSE,0.4698,FALSE,NA
1,2,TRUE,0.434,FALSE,NA
1,2,TRUE,0.4249,FALSE,NA
1,2,TRUE,0.3571,FALSE,NA
1,2,TRUE,0.4273,FALSE,NA
1,2,TRUE,0.4038,FALSE,NA
1,2,TRUE,0.5369,FALSE,NA
1,2,FALSE,0.4551,FALSE,NA
1,2,TRUE,0.8066,FALSE,NA
1,2,FALSE,0.5349,FALSE,NA
1,2,TRUE,0.3911,FALSE,NA
1,2,TRUE,0.4582,FALSE,NA
1,2,TRUE,0.5573,FALSE,NA
1,2,TRUE,0.5517,FALSE,NA
1,2,TRUE,0.3055,FALSE,NA
1,2,TRUE,0.4783,FALSE,NA
1,2,FALSE,0.5173,TRUE,0.074
1,2,TRUE,0.4192,FALSE,NA
1,2,TRUE,0.5909,FALSE,NA
1,2,FALSE,0.5566,FALSE,NA
1,2,TRUE,0.5928,FALSE,NA
1,2,TRUE,0.3369,FALSE,NA
1,2,TRUE,0.5057,FALSE,NA
1,2,TRUE,0.4129,FALSE,NA
1,2,FALSE,0.5198,FALSE,NA
1,2,TRUE,0.3161,FALSE,NA
1,2,TRUE,0.4312,FALSE,NA
1,2,TRUE,0.6201,FALSE,NA
1,2,TRUE,0.4737,FALSE,NA
1,2,TRUE,0.693,FALSE,NA
1,2,TRUE,0.3758,FALSE,NA
1,2,TRUE,0.4637,FALSE,NA
1,2,TRUE,0.2691,FALSE,NA
1,2,TRUE,0.3699,FALSE,NA
1,2,FALSE,0.3207,FALSE,NA
1,2,TRUE,0.5899,FALSE,NA
1,2,FALSE,0.3689,FALSE,NA
1,2,FALSE,0.3866,FALSE,NA
1,2,TRUE,0.5285,FALSE,NA
1,2,FALSE,0.4245,FALSE,NA
1,2,TRUE,0.3446,FALSE,NA
1,2,TRUE,0.4559,FALSE,NA
1,2,TRUE,0.5285,FALSE,NA
1,2,FALSE,0.3701,FALSE,NA
1,2,TRUE,0.2502,FALSE,NA
1,2,FALSE,0.2601,FALSE,NA
